Project_Accession,Total_Attributes,Alias,dee2_url,has_dee2
PRJNA852208,10533,SRP383392,,False
PRJEB15671,8315,ERP017503,,False
PRJEB25079,6986,ERP106963,https://dee2.io/huge/athaliana/ERP106963_NA.zip,True
PRJNA945404,6909,SRP427656,https://dee2.io/huge/athaliana/SRP427656_GSE227500.zip,True
PRJEB19252,4882,ERP021242,,False
PRJNA236110,4655,SRP035593,,False
PRJNA808745,3479,SRP360684,https://dee2.io/huge/athaliana/SRP360684_GSE197063.zip,True
PRJNA368916,2724,SRP097877,https://dee2.io/huge/athaliana/SRP097877_GSE94107.zip,True
PRJNA358059,2516,SRP095347,https://dee2.io/huge/athaliana/SRP095347_GSE92568.zip,True
PRJNA666631,2503,SRP285902,https://dee2.io/huge/athaliana/SRP285902_GSE158809.zip,True
PRJNA475542,2359,SRP150217,https://dee2.io/huge/athaliana/SRP150217_GSE115583.zip,True
PRJNA817215,2276,SRP364447,,False
PRJNA989636,2207,SRP446862,https://dee2.io/huge/athaliana/SRP446862_GSE236290.zip,True
PRJNA915364,1995,SRP414670,https://dee2.io/huge/athaliana/SRP414670_GSE221679.zip,True
PRJNA504621,1929,SRP168223,https://dee2.io/huge/athaliana/SRP168223_GSE122314.zip,True
PRJNA483458,1732,SRP155742,https://dee2.io/huge/athaliana/SRP155742_GSE117857.zip,True
PRJNA302221,1672,SRP066214,https://dee2.io/huge/athaliana/SRP066214_GSE75016.zip,True
PRJNA770533,1661,SRP340951,,False
PRJNA515610,1595,SRP179923,https://dee2.io/huge/athaliana/SRP179923_GSE125230.zip,True
PRJNA611770,1537,SRP252208,https://dee2.io/huge/athaliana/SRP252208_GSE146723.zip,True
PRJNA638728,1517,SRP266864,https://dee2.io/huge/athaliana/SRP266864_GSE152249.zip,True
PRJNA841954,1460,SRP376838,https://dee2.io/huge/athaliana/SRP376838_GSE204681.zip,True
PRJNA663790,1440,SRP282567,https://dee2.io/huge/athaliana/SRP282567_GSE158027.zip,True
PRJNA900135,1440,SRP407150,,False
PRJNA779072,1429,SRP345289,https://dee2.io/huge/athaliana/SRP345289_GSE188493.zip,True
PRJNA382136,1407,SRP103736,https://dee2.io/huge/athaliana/SRP103736_GSE97500.zip,True
PRJNA615216,1305,SRP254043,,False
PRJNA224705,1289,SRP031910,https://dee2.io/huge/athaliana/SRP031910_GSE51720.zip,True
PRJNA551415,1267,SRP212174,https://dee2.io/huge/athaliana/SRP212174_GSE133408.zip,True
PRJNA378644,1223,SRP101641,https://dee2.io/huge/athaliana/SRP101641_GSE96041.zip,True
PRJNA689309,1159,SRP300093,,False
PRJNA727531,1159,SRP318562,https://dee2.io/huge/athaliana/SRP318562_GSE173899.zip,True
PRJNA871888,1114,SRP393237,https://dee2.io/huge/athaliana/SRP393237_GSE211718.zip,True
PRJNA545612,1114,SRP199974,,False
PRJNA792010,1111,SRP352332,,False
PRJNA691022,1087,SRP301115,https://dee2.io/huge/athaliana/SRP301115_GSE164502.zip,True
PRJNA419306,1073,SRP125388,https://dee2.io/huge/athaliana/SRP125388_GSE107203.zip,True
PRJNA641096,1042,SRP268298,https://dee2.io/huge/athaliana/SRP268298_GSE152971.zip,True
PRJNA429659,1021,SRP128933,https://dee2.io/huge/athaliana/SRP128933_GSE109115.zip,True
PRJNA481720,1016,SRP154321,https://dee2.io/huge/athaliana/SRP154321_GSE117296.zip,True
PRJNA730903,1010,SRP320382,https://dee2.io/huge/athaliana/SRP320382_GSE174655.zip,True
PRJNA1014093,1001,SRP459156,https://dee2.io/huge/athaliana/SRP459156_GSE242681.zip,True
PRJNA874688,999,SRP394711,,False
PRJNA737113,995,SRP323822,https://dee2.io/huge/athaliana/SRP323822_GSE177484.zip,True
PRJNA493616,991,SRP162754,,False
PRJNA938512,976,SRP424504,https://dee2.io/huge/athaliana/SRP424504_GSE226105.zip,True
PRJNA566089,967,SRP222258,https://dee2.io/huge/athaliana/SRP222258_GSE137623.zip,True
PRJNA544417,943,SRP199288,https://dee2.io/huge/athaliana/SRP199288_GSE131682.zip,True
PRJNA478998,943,SRP151817,https://dee2.io/huge/athaliana/SRP151817_GSE116553.zip,True
PRJNA630258,936,SRP260029,https://dee2.io/huge/athaliana/SRP260029_GSE149840.zip,True
PRJNA575019,907,SRP223758,https://dee2.io/huge/athaliana/SRP223758_GSE138196.zip,True
PRJNA628644,903,SRP258701,https://dee2.io/huge/athaliana/SRP258701_GSE149414.zip,True
PRJNA625566,903,SRP256503,https://dee2.io/huge/athaliana/SRP256503_GSE148753.zip,True
PRJNA497989,901,SRP168517,,False
PRJNA612487,858,SRP252735,https://dee2.io/huge/athaliana/SRP252735_GSE146948.zip,True
PRJNA311764,848,SRP069988,https://dee2.io/huge/athaliana/SRP069988_GSE77735.zip,True
PRJNA506000,847,SRP169564,https://dee2.io/huge/athaliana/SRP169564_GSE122677.zip,True
PRJNA477936,847,SRP151348,https://dee2.io/huge/athaliana/SRP151348_GSE116269.zip,True
PRJNA745095,845,SRP327627,https://dee2.io/huge/athaliana/SRP327627_GSE179796.zip,True
PRJNA287627,843,SRP059724,https://dee2.io/huge/athaliana/SRP059724_GSE70094.zip,True
PRJNA545832,835,SRP200108,https://dee2.io/huge/athaliana/SRP200108_GSE132066.zip,True
PRJNA588176,819,SRP229078,https://dee2.io/huge/athaliana/SRP229078_GSE140070.zip,True
PRJNA916484,817,SRP415041,https://dee2.io/huge/athaliana/SRP415041_GSE221846.zip,True
PRJNA318880,809,SRP073485,https://dee2.io/huge/athaliana/SRP073485_GSE80422.zip,True
PRJNA695076,803,SRP303532,,False
PRJNA639173,791,SRP267137,https://dee2.io/huge/athaliana/SRP267137_GSE152405.zip,True
PRJNA1096312,787,SRP499774,,False
PRJNA560779,775,SRP218715,https://dee2.io/huge/athaliana/SRP218715_GSE135957.zip,True
PRJNA636648,763,SRP265579,,False
PRJNA476754,757,SRP150839,https://dee2.io/huge/athaliana/SRP150839_GSE115991.zip,True
PRJNA1020877,744,SRP463096,https://dee2.io/huge/athaliana/SRP463096_GSE244009.zip,True
PRJNA513321,736,SRP176448,,False
PRJNA525997,735,SRP187842,https://dee2.io/huge/athaliana/SRP187842_GSE127986.zip,True
PRJNA549850,735,SRP201971,https://dee2.io/huge/athaliana/SRP201971_GSE133053.zip,True
PRJNA534240,727,SRP193460,https://dee2.io/huge/athaliana/SRP193460_GSE130186.zip,True
PRJNA622644,727,SRP254970,https://dee2.io/huge/athaliana/SRP254970_GSE147962.zip,True
PRJNA649955,709,SRP274617,,False
PRJNA602947,709,SRP244461,https://dee2.io/huge/athaliana/SRP244461_GSE144182.zip,True
PRJNA705878,705,SRP308812,https://dee2.io/huge/athaliana/SRP308812_GSE168015.zip,True
PRJNA791625,703,SRP352133,https://dee2.io/huge/athaliana/SRP352133_GSE192469.zip,True
PRJNA672885,699,SRP289447,https://dee2.io/huge/athaliana/SRP289447_GSE160285.zip,True
PRJNA940403,696,SRP425303,,False
PRJNA613493,691,SRP253380,,False
PRJNA231088,687,SRP033660,https://dee2.io/huge/athaliana/SRP033660_GSE53197.zip,True
PRJNA677963,685,SRP292364,https://dee2.io/huge/athaliana/SRP292364_GSE161366.zip,True
PRJNA508267,680,SRP172401,https://dee2.io/huge/athaliana/SRP172401_NA.zip,True
PRJNA991926,679,SRP447605,,False
PRJNA615658,679,SRP254177,https://dee2.io/huge/athaliana/SRP254177_GSE147589.zip,True
PRJNA601783,667,SRP242315,,False
PRJNA529391,665,SRP189599,https://dee2.io/huge/athaliana/SRP189599_GSE128932.zip,True
PRJEB33535,660,ERP116333,https://dee2.io/huge/athaliana/ERP116333_NA.zip,True
PRJNA316697,643,SRP072503,https://dee2.io/huge/athaliana/SRP072503_GSE79676.zip,True
PRJNA665466,637,SRP285240,,False
PRJNA874053,637,SRP394299,https://dee2.io/huge/athaliana/SRP394299_GSE212121.zip,True
PRJNA662710,631,SRP281951,https://dee2.io/huge/athaliana/SRP281951_GSE157765.zip,True
PRJNA681862,631,SRP295378,https://dee2.io/huge/athaliana/SRP295378_GSE162434.zip,True
PRJNA660479,631,SRP279501,https://dee2.io/huge/athaliana/SRP279501_GSE157230.zip,True
PRJNA947662,631,SRP428801,https://dee2.io/huge/athaliana/SRP428801_GSE228011.zip,True
PRJNA222364,626,SRP030646,https://dee2.io/huge/athaliana/SRP030646_GSE51304.zip,True
PRJNA544694,587,SRP199446,https://dee2.io/huge/athaliana/SRP199446_GSE131756.zip,True
PRJNA808090,583,SRP360394,https://dee2.io/huge/athaliana/SRP360394_GSE196969.zip,True
PRJNA416120,579,SRP122518,https://dee2.io/huge/athaliana/SRP122518_GSE106284.zip,True
PRJNA377549,567,SRP100933,https://dee2.io/huge/athaliana/SRP100933_GSE95574.zip,True
PRJNA167620,566,SRP013427,https://dee2.io/huge/athaliana/SRP013427_GSE38286.zip,True
PRJNA977970,561,SRP440333,https://dee2.io/huge/athaliana/SRP440333_GSE233781.zip,True
PRJNA301684,561,SRP065994,https://dee2.io/huge/athaliana/SRP065994_GSE74856.zip,True
PRJNA1020153,553,SRP462736,https://dee2.io/huge/athaliana/SRP462736_GSE243846.zip,True
PRJNA715469,553,SRP311233,https://dee2.io/huge/athaliana/SRP311233_GSE169171.zip,True
PRJNA277424,553,SRP055902,https://dee2.io/huge/athaliana/SRP055902_GSE66599.zip,True
PRJNA912622,548,SRP413216,https://dee2.io/huge/athaliana/SRP413216_GSE221030.zip,True
PRJNA609342,547,SRP251062,https://dee2.io/huge/athaliana/SRP251062_GSE146125.zip,True
PRJNA640389,539,SRP267870,,False
PRJNA551115,536,SRP212094,,False
PRJNA981637,533,SRP441917,https://dee2.io/huge/athaliana/SRP441917_GSE234530.zip,True
PRJNA476778,532,SRP150864,https://dee2.io/huge/athaliana/SRP150864_GSE116004.zip,True
PRJNA716051,527,SRP311462,https://dee2.io/huge/athaliana/SRP311462_GSE169270.zip,True
PRJNA477359,519,SRP151058,https://dee2.io/huge/athaliana/SRP151058_GSE116135.zip,True
PRJNA641025,519,SRP268265,https://dee2.io/huge/athaliana/SRP268265_GSE152940.zip,True
PRJNA935771,517,SRP423048,,False
PRJNA511620,516,SRP174391,https://dee2.io/huge/athaliana/SRP174391_GSE124328.zip,True
PRJNA717313,515,SRP312223,https://dee2.io/huge/athaliana/SRP312223_GSE169677.zip,True
PRJNA362953,513,SRP097638,https://dee2.io/huge/athaliana/SRP097638_GSE93968.zip,True
PRJNA700573,513,SRP305304,,False
PRJNA716276,512,SRP311646,https://dee2.io/huge/athaliana/SRP311646_GSE169324.zip,True
PRJNA716659,511,SRP311856,https://dee2.io/huge/athaliana/SRP311856_GSE169473.zip,True
PRJNA661316,511,SRP280005,https://dee2.io/huge/athaliana/SRP280005_GSE157443.zip,True
PRJNA970811,511,SRP436704,https://dee2.io/huge/athaliana/SRP436704_GSE232094.zip,True
PRJNA642797,511,SRP269194,https://dee2.io/huge/athaliana/SRP269194_GSE153478.zip,True
PRJNA802649,511,SRP357889,https://dee2.io/huge/athaliana/SRP357889_GSE195912.zip,True
PRJNA818647,511,SRP365283,https://dee2.io/huge/athaliana/SRP365283_GSE199142.zip,True
PRJNA877346,509,SRP395920,https://dee2.io/huge/athaliana/SRP395920_GSE212801.zip,True
PRJNA169667,503,SRP014002,https://dee2.io/huge/athaliana/SRP014002_GSE39045.zip,True
PRJNA382583,503,SRP103817,https://dee2.io/huge/athaliana/SRP103817_GSE97664.zip,True
PRJNA427134,503,SRP127334,,False
PRJNA893217,488,SRP404043,https://dee2.io/huge/athaliana/SRP404043_GSE216360.zip,True
PRJNA811184,476,SRP361833,https://dee2.io/huge/athaliana/SRP361833_GSE197614.zip,True
PRJNA245920,475,SRP041593,https://dee2.io/huge/athaliana/SRP041593_GSE57215.zip,True
PRJNA767415,475,SRP339340,https://dee2.io/huge/athaliana/SRP339340_GSE185033.zip,True
PRJNA445300,475,SRP136269,https://dee2.io/huge/athaliana/SRP136269_GSE112225.zip,True
PRJNA369265,475,SRP098589,,False
PRJEB36508,475,ERP119709,https://dee2.io/huge/athaliana/ERP119709_NA.zip,True
PRJNA725493,475,SRP316571,https://dee2.io/huge/athaliana/SRP316571_GSE173426.zip,True
PRJNA837279,475,SRP374808,https://dee2.io/huge/athaliana/SRP374808_GSE202802.zip,True
PRJNA855120,467,SRP384635,,False
PRJNA320769,462,SRP074436,https://dee2.io/huge/athaliana/SRP074436_GSE81166.zip,True
PRJNA806968,456,SRP359805,https://dee2.io/huge/athaliana/SRP359805_GSE196725.zip,True
PRJNA314105,455,SRP071076,https://dee2.io/huge/athaliana/SRP071076_GSE78836.zip,True
PRJNA934345,455,SRP422296,https://dee2.io/huge/athaliana/SRP422296_GSE225213.zip,True
PRJNA560053,453,SRP218235,https://dee2.io/huge/athaliana/SRP218235_NA.zip,True
PRJNA473317,451,SRP149067,https://dee2.io/huge/athaliana/SRP149067_GSE114950.zip,True
PRJNA213000,443,SRP028132,https://dee2.io/huge/athaliana/SRP028132_GSE49090.zip,True
PRJNA837772,442,SRP375081,https://dee2.io/huge/athaliana/SRP375081_GSE202931.zip,True
PRJNA764922,442,SRP338075,https://dee2.io/huge/athaliana/SRP338075_GSE184528.zip,True
PRJNA406971,441,SRP117360,https://dee2.io/huge/athaliana/SRP117360_GSE103762.zip,True
PRJNA548919,441,SRP201460,https://dee2.io/huge/athaliana/SRP201460_GSE132750.zip,True
PRJNA434094,439,SRP132865,https://dee2.io/huge/athaliana/SRP132865_GSE110605.zip,True
PRJNA756203,436,SRP333294,https://dee2.io/huge/athaliana/SRP333294_GSE182414.zip,True
PRJNA716808,430,SRP311927,https://dee2.io/huge/athaliana/SRP311927_GSE169497.zip,True
PRJNA251351,430,SRP042618,https://dee2.io/huge/athaliana/SRP042618_GSE58138.zip,True
PRJNA831274,427,SRP371881,https://dee2.io/huge/athaliana/SRP371881_GSE201380.zip,True
PRJNA1013559,421,SRP458867,https://dee2.io/huge/athaliana/SRP458867_GSE242479.zip,True
PRJNA429247,416,SRP128550,https://dee2.io/huge/athaliana/SRP128550_GSE108960.zip,True
PRJNA868735,415,SRP391092,,False
PRJNA394661,413,SRP112501,https://dee2.io/huge/athaliana/SRP112501_GSE101488.zip,True
PRJNA433501,413,SRP132472,https://dee2.io/huge/athaliana/SRP132472_GSE110342.zip,True
PRJNA198192,410,SRP021196,https://dee2.io/huge/athaliana/SRP021196_GSE46226.zip,True
PRJNA554145,403,SRP214325,https://dee2.io/huge/athaliana/SRP214325_GSE134177.zip,True
PRJNA263595,403,SRP048829,https://dee2.io/huge/athaliana/SRP048829_GSE62256.zip,True
PRJNA613690,399,SRP253504,https://dee2.io/huge/athaliana/SRP253504_GSE147296.zip,True
PRJNA720907,399,SRP314217,https://dee2.io/huge/athaliana/SRP314217_GSE171778.zip,True
PRJNA595605,398,SRP237550,https://dee2.io/huge/athaliana/SRP237550_GSE142032.zip,True
PRJNA279505,392,SRP056594,https://dee2.io/huge/athaliana/SRP056594_GSE67322.zip,True
PRJNA359478,391,SRP095841,https://dee2.io/huge/athaliana/SRP095841_GSE93024.zip,True
PRJNA942274,391,SRP426253,https://dee2.io/huge/athaliana/SRP426253_GSE226927.zip,True
PRJNA521689,391,SRP188654,https://dee2.io/huge/athaliana/SRP188654_NA.zip,True
PRJNA703036,386,SRP307159,https://dee2.io/huge/athaliana/SRP307159_GSE167129.zip,True
PRJNA721411,382,SRP314501,,False
PRJNA543989,379,SRP199045,https://dee2.io/huge/athaliana/SRP199045_GSE131542.zip,True
PRJNA513852,371,SRP177951,https://dee2.io/huge/athaliana/SRP177951_GSE124812.zip,True
PRJNA384359,371,SRP105272,https://dee2.io/huge/athaliana/SRP105272_GSE98204.zip,True
PRJNA216987,371,SRP029215,,False
PRJNA685167,371,SRP297920,https://dee2.io/huge/athaliana/SRP297920_GSE163190.zip,True
PRJNA300685,371,SRP065557,https://dee2.io/huge/athaliana/SRP065557_GSE74551.zip,True
PRJNA531168,368,SRP191092,https://dee2.io/huge/athaliana/SRP191092_GSE129395.zip,True
PRJNA790929,368,SRP351674,,False
PRJNA514040,367,SRP178122,https://dee2.io/huge/athaliana/SRP178122_GSE124866.zip,True
PRJNA901957,367,SRP408086,https://dee2.io/huge/athaliana/SRP408086_GSE218029.zip,True
PRJNA933126,367,SRP421663,https://dee2.io/huge/athaliana/SRP421663_GSE224926.zip,True
PRJNA842228,367,SRP376989,https://dee2.io/huge/athaliana/SRP376989_GSE204767.zip,True
PRJNA977810,367,SRP440261,https://dee2.io/huge/athaliana/SRP440261_GSE233765.zip,True
PRJNA601526,367,SRP242107,https://dee2.io/huge/athaliana/SRP242107_GSE143760.zip,True
PRJNA594026,367,SRP234996,https://dee2.io/huge/athaliana/SRP234996_GSE141597.zip,True
PRJNA688924,367,SRP299921,https://dee2.io/huge/athaliana/SRP299921_GSE164122.zip,True
PRJNA491484,367,SRP161929,https://dee2.io/huge/athaliana/SRP161929_GSE120068.zip,True
PRJNA624317,367,SRP255966,https://dee2.io/huge/athaliana/SRP255966_GSE148457.zip,True
PRJNA1025000,365,SRP464952,,False
PRJNA437500,364,SRP134213,https://dee2.io/huge/athaliana/SRP134213_GSE111609.zip,True
PRJNA792341,362,SRP352479,https://dee2.io/huge/athaliana/SRP352479_GSE192606.zip,True
PRJNA427432,359,SRP127502,https://dee2.io/huge/athaliana/SRP127502_GSE108487.zip,True
PRJNA554610,358,SRP214607,https://dee2.io/huge/athaliana/SRP214607_GSE134271.zip,True
PRJNA751488,355,SRP330827,https://dee2.io/huge/athaliana/SRP330827_GSE181292.zip,True
PRJNA312219,352,SRP070187,,False
PRJNA723009,349,SRP315390,https://dee2.io/huge/athaliana/SRP315390_GSE172353.zip,True
PRJNA681186,347,SRP294483,https://dee2.io/huge/athaliana/SRP294483_GSE162241.zip,True
PRJNA609240,345,SRP251005,,False
PRJNA435737,345,SRP133385,https://dee2.io/huge/athaliana/SRP133385_GSE111062.zip,True
PRJNA752148,344,SRP331164,https://dee2.io/huge/athaliana/SRP331164_GSE181484.zip,True
PRJNA746250,344,SRP328160,https://dee2.io/huge/athaliana/SRP328160_GSE180004.zip,True
PRJNA951436,343,SRP430513,https://dee2.io/huge/athaliana/SRP430513_GSE228764.zip,True
PRJNA765962,343,SRP338573,https://dee2.io/huge/athaliana/SRP338573_GSE184730.zip,True
PRJNA902769,343,SRP408456,,False
PRJNA723054,343,SRP315418,https://dee2.io/huge/athaliana/SRP315418_GSE172377.zip,True
PRJNA736396,343,SRP323376,,False
PRJNA916502,343,SRP415054,https://dee2.io/huge/athaliana/SRP415054_GSE221857.zip,True
PRJNA833078,343,SRP372716,https://dee2.io/huge/athaliana/SRP372716_GSE201804.zip,True
PRJNA847965,343,SRP379557,https://dee2.io/huge/athaliana/SRP379557_GSE205861.zip,True
PRJNA681183,343,SRP294481,https://dee2.io/huge/athaliana/SRP294481_GSE162242.zip,True
PRJNA629545,343,SRP259350,https://dee2.io/huge/athaliana/SRP259350_GSE149654.zip,True
PRJEB20931,332,ERP023139,,False
PRJNA279272,331,SRP056488,,False
PRJNA449619,331,SRP139506,https://dee2.io/huge/athaliana/SRP139506_GSE112960.zip,True
PRJNA522058,330,SRP185774,https://dee2.io/huge/athaliana/SRP185774_GSE126482.zip,True
PRJNA702173,330,SRP306737,,False
PRJNA975601,328,SRP439248,,False
PRJNA351870,322,SRP092349,,False
PRJNA529715,322,SRP189805,https://dee2.io/huge/athaliana/SRP189805_GSE129016.zip,True
PRJNA373836,320,SRP099107,,False
PRJNA753100,320,SRP331699,https://dee2.io/huge/athaliana/SRP331699_GSE181721.zip,True
PRJNA563055,320,SRP219922,https://dee2.io/huge/athaliana/SRP219922_GSE136680.zip,True
PRJNA717244,320,SRP312149,https://dee2.io/huge/athaliana/SRP312149_GSE169629.zip,True
PRJNA730562,320,SRP320161,https://dee2.io/huge/athaliana/SRP320161_GSE174573.zip,True
PRJNA415950,319,SRP121654,https://dee2.io/huge/athaliana/SRP121654_GSE106223.zip,True
PRJNA671859,319,SRP288586,https://dee2.io/huge/athaliana/SRP288586_GSE160106.zip,True
PRJNA646744,319,SRP272284,https://dee2.io/huge/athaliana/SRP272284_GSE154593.zip,True
PRJNA858805,319,SRP386435,https://dee2.io/huge/athaliana/SRP386435_GSE208223.zip,True
PRJNA667059,319,SRP286187,https://dee2.io/huge/athaliana/SRP286187_GSE158939.zip,True
PRJNA274887,319,SRP053347,https://dee2.io/huge/athaliana/SRP053347_GSE65740.zip,True
PRJNA1118315,319,SRP510880,,False
PRJNA271131,319,SRP051531,https://dee2.io/huge/athaliana/SRP051531_GSE64501.zip,True
PRJNA302602,315,SRP066358,https://dee2.io/huge/athaliana/SRP066358_GSE75071.zip,True
PRJNA827180,313,SRP370523,https://dee2.io/huge/athaliana/SRP370523_GSE200917.zip,True
PRJNA428240,313,SRP127815,,False
PRJNA844303,307,SRP377972,https://dee2.io/huge/athaliana/SRP377972_GSE205271.zip,True
PRJNA1079711,307,SRP491353,https://dee2.io/huge/athaliana/SRP491353_GSE256453.zip,True
PRJNA282742,307,SRP057846,https://dee2.io/huge/athaliana/SRP057846_GSE68444.zip,True
PRJNA231710,307,SRP034154,https://dee2.io/huge/athaliana/SRP034154_GSE53322.zip,True
PRJNA811774,306,SRP362135,,False
